ihp_cluster,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_525
151,54.0,94.0,10.0,8.0,121.0,10.0,40.0,39.0,14.0,24.0,40.0,1.0,28.0,36.0,7.0,0.0,0.0
152,35.0,66.0,5.0,2.0,84.0,16.0,25.0,33.0,11.0,22.0,34.0,2.0,26.0,29.0,2.0,0.0,0.0
153,7.0,27.0,1.0,1.0,25.0,3.0,5.0,18.0,4.0,0.0,8.0,0.0,12.0,10.0,0.0,0.0,0.0
154,12.0,22.0,2.0,0.0,33.0,4.0,7.0,11.0,3.0,3.0,5.0,0.0,13.0,9.0,3.0,0.0,0.0
155,19.0,40.0,2.0,1.0,30.0,8.0,4.0,16.0,9.0,5.0,21.0,0.0,16.0,10.0,0.0,0.0,0.0
156,10.0,14.0,5.0,3.0,13.0,3.0,13.0,3.0,2.0,3.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0
157,51.0,128.0,7.0,6.0,123.0,22.0,30.0,61.0,26.0,17.0,47.0,1.0,34.0,56.0,8.0,0.0,0.0
158,39.0,52.0,5.0,6.0,61.0,5.0,51.0,15.0,9.0,11.0,18.0,0.0,23.0,30.0,4.0,0.0,0.0
159,6.0,3.0,2.0,2.0,4.0,0.0,14.0,3.0,1.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0
160,3.0,24.0,4.0,0.0,14.0,1.0,3.0,5.0,3.0,4.0,6.0,0.0,5.0,6.0,0.0,0.0,0.0
161,2.0,12.0,1.0,3.0,5.0,0.0,5.0,2.0,2.0,3.0,8.0,1.0,4.0,5.0,0.0,0.0,0.0
162,2.0,5.0,1.0,2.0,6.0,1.0,18.0,4.0,4.0,4.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0
163,9.0,14.0,1.0,0.0,20.0,0.0,4.0,4.0,1.0,2.0,3.0,0.0,4.0,8.0,1.0,0.0,0.0
164,9.0,39.0,2.0,0.0,40.0,5.0,7.0,18.0,5.0,5.0,8.0,0.0,22.0,21.0,2.0,0.0,0.0
